Timestep;Y;M;D;H;AvgOfCorrectedUpscaled;AvgOfMonitoredCapacity;capacity_factor
4986;2015;8;15;17;216.62;2915.88;0.074289751
4987;2015;8;15;18;157.84;2915.88;0.054131171
4988;2015;8;15;19;92.73;2915.88;0.03180172
4989;2015;8;15;20;22.96;2915.88;0.007874124
4990;2015;8;15;21;0.28;2915.88;9.60259E-05
4991;2015;8;15;22;0;2915.88;0
4992;2015;8;15;23;0;2915.88;0
4993;2015;8;16;0;0;2915.88;0
4994;2015;8;16;1;0;2915.88;0
4995;2015;8;16;2;0;2915.88;0
4996;2015;8;16;3;0;2915.88;0
4997;2015;8;16;4;0;2915.88;0
4998;2015;8;16;5;0;2915.88;0
4999;2015;8;16;6;4.43;2915.88;0.001519267
5000;2015;8;16;7;109.37;2915.88;0.037508402
5001;2015;8;16;8;377.05;2915.88;0.129309162
5002;2015;8;16;9;786.5;2915.88;0.269729893
5003;2015;8;16;10;1179.91;2915.88;0.404649711
5004;2015;8;16;11;1492.67;2915.88;0.511910641
5005;2015;8;16;12;1591.55;2915.88;0.545821502
5006;2015;8;16;13;1473.47;2915.88;0.505326008
5007;2015;8;16;14;1425.61;2915.88;0.488912438
5008;2015;8;16;15;1239.6;2915.88;0.425120375
5009;2015;8;16;16;1014.05;2915.88;0.347768084
5010;2015;8;16;17;829.87;2915.88;0.284603619
5011;2015;8;16;18;558.54;2915.88;0.191551093
5012;2015;8;16;19;262.75;2915.88;0.090110018
5013;2015;8;16;20;53.19;2915.88;0.018241491
5014;2015;8;16;21;0.01;2915.88;3.4295E-06
5015;2015;8;16;22;0;2915.88;0
5016;2015;8;16;23;0;2915.88;0
5017;2015;8;17;0;0;2915.88;0
5018;2015;8;17;1;0;2915.88;0
5019;2015;8;17;2;0;2915.88;0
5020;2015;8;17;3;0;2915.88;0
5021;2015;8;17;4;0;2915.88;0
5022;2015;8;17;5;0;2915.88;0
5023;2015;8;17;6;0.34;2915.88;0.000116603
5024;2015;8;17;7;23.37;2915.88;0.008014733
5025;2015;8;17;8;124.72;2915.88;0.042772679
5026;2015;8;17;9;242.98;2915.88;0.083329904
5027;2015;8;17;10;351.28;2915.88;0.12047135
5028;2015;8;17;11;509.8;2915.88;0.174835727
5029;2015;8;17;12;605.8;2915.88;0.207758893
5030;2015;8;17;13;642.95;2915.88;0.220499472
5031;2015;8;17;14;610.93;2915.88;0.209518224
5032;2015;8;17;15;532.65;2915.88;0.182672126
5033;2015;8;17;16;419.59;2915.88;0.14389824
5034;2015;8;17;17;279.61;2915.88;0.095892149
5035;2015;8;17;18;171.17;2915.88;0.05870269
5036;2015;8;17;19;63.27;2915.88;0.021698424
5037;2015;8;17;20;7.64;2915.88;0.002620135
5038;2015;8;17;21;0;2915.88;0
5039;2015;8;17;22;0;2915.88;0
5040;2015;8;17;23;0;2915.88;0
5041;2015;8;18;0;0;2915.88;0
5042;2015;8;18;1;0;2915.88;0
5043;2015;8;18;2;0;2915.88;0
5044;2015;8;18;3;0;2915.88;0
5045;2015;8;18;4;0;2915.88;0
5046;2015;8;18;5;0;2915.88;0
5047;2015;8;18;6;1.39;2915.88;0.0004767
5048;2015;8;18;7;63.43;2915.88;0.021753296
5049;2015;8;18;8;220.9;2915.88;0.075757576
5050;2015;8;18;9;401.24;2915.88;0.137605114
5051;2015;8;18;10;632.79;2915.88;0.217015104
5052;2015;8;18;11;732.68;2915.88;0.251272343
5053;2015;8;18;12;753.62;2915.88;0.258453709
5054;2015;8;18;13;852.62;2915.88;0.292405723
5055;2015;8;18;14;1003.24;2915.88;0.344060798
5056;2015;8;18;15;765.26;2915.88;0.262445642
5057;2015;8;18;16;473.93;2915.88;0.162534123
5058;2015;8;18;17;351.37;2915.88;0.120502215
5059;2015;8;18;18;282.84;2915.88;0.096999877
5060;2015;8;18;19;111.61;2915.88;0.038276609
5061;2015;8;18;20;11.39;2915.88;0.003906196
5062;2015;8;18;21;0;2915.88;0
5063;2015;8;18;22;0;2915.88;0
5064;2015;8;18;23;0;2915.88;0
5065;2015;8;19;0;0;2915.88;0
5066;2015;8;19;1;0;2915.88;0
5067;2015;8;19;2;0;2915.88;0
5068;2015;8;19;3;0;2915.88;0
5069;2015;8;19;4;0;2915.88;0
5070;2015;8;19;5;0;2915.88;0
5071;2015;8;19;6;4.21;2915.88;0.001443818
5072;2015;8;19;7;119.55;2915.88;0.04099963
5073;2015;8;19;8;398.52;2915.88;0.136672291
5074;2015;8;19;9;834.16;2915.88;0.286074873
5075;2015;8;19;10;1367.71;2915.88;0.469055654
5076;2015;8;19;11;1698.44;2915.88;0.582479389
5077;2015;8;19;12;1821.04;2915.88;0.624525015
5078;2015;8;19;13;1716.88;2915.88;0.58880338
5079;2015;8;19;14;1431.46;2915.88;0.490918693
5080;2015;8;19;15;1161.14;2915.88;0.398212546
5081;2015;8;19;16;1099.84;2915.88;0.377189733
5082;2015;8;19;17;867.26;2915.88;0.297426506
5083;2015;8;19;18;520.52;2915.88;0.178512147
5084;2015;8;19;19;212.3;2915.88;0.072808209
5085;2015;8;19;20;29.44;2915.88;0.010096437
5086;2015;8;19;21;0;2915.88;0
5087;2015;8;19;22;0;2915.88;0
5088;2015;8;19;23;0;2915.88;0
5089;2015;8;20;0;0;2915.88;0
5090;2015;8;20;1;0;2915.88;0
5091;2015;8;20;2;0;2915.88;0
5092;2015;8;20;3;0;2915.88;0
5093;2015;8;20;4;0;2915.88;0
5094;2015;8;20;5;0;2915.88;0
5095;2015;8;20;6;1.79;2915.88;0.00061388
5096;2015;8;20;7;134.51;2915.88;0.046130156
5097;2015;8;20;8;441.14;2915.88;0.151288805
5098;2015;8;20;9;874.82;2915.88;0.300019205
5099;2015;8;20;10;1245.68;2915.88;0.427205509
5100;2015;8;20;11;1507.79;2915.88;0.51709604
5101;2015;8;20;12;1595.58;2915.88;0.547203589
5102;2015;8;20;13;1536.4;2915.88;0.526907829
5103;2015;8;20;14;1431.99;2915.88;0.491100457
5104;2015;8;20;15;1204.15;2915.88;0.412962811
5105;2015;8;20;16;931.4;2915.88;0.319423296
5106;2015;8;20;17;673.02;2915.88;0.230811968
5107;2015;8;20;18;412.56;2915.88;0.141487304
5108;2015;8;20;19;183.49;2915.88;0.06292783
5109;2015;8;20;20;25.74;2915.88;0.008827524
5110;2015;8;20;21;0;2915.88;0
5111;2015;8;20;22;0;2915.88;0
5112;2015;8;20;23;0;2915.88;0
5113;2015;8;21;0;0;2915.88;0
5114;2015;8;21;1;0;2915.88;0
5115;2015;8;21;2;0;2915.88;0
5116;2015;8;21;3;0;2915.88;0
5117;2015;8;21;4;0;2915.88;0
5118;2015;8;21;5;0;2915.88;0
5119;2015;8;21;6;3.56;2915.88;0.001220901
5120;2015;8;21;7;149.6;2915.88;0.051305266
5121;2015;8;21;8;522.77;2915.88;0.179283784
5122;2015;8;21;9;991.79;2915.88;0.340134025
5123;2015;8;21;10;1452.49;2915.88;0.498130924
5124;2015;8;21;11;1730.25;2915.88;0.593388617
5125;2015;8;21;12;1959.32;2915.88;0.671948091
5126;2015;8;21;13;1993.55;2915.88;0.683687257
5127;2015;8;21;14;1886.71;2915.88;0.647046518
5128;2015;8;21;15;1657.45;2915.88;0.568421883
5129;2015;8;21;16;1368.1;2915.88;0.469189404
5130;2015;8;21;17;1023.91;2915.88;0.351149567
5131;2015;8;21;18;602.54;2915.88;0.206640877
5132;2015;8;21;19;224.25;2915.88;0.076906457
5133;2015;8;21;20;26.88;2915.88;0.009218486
5134;2015;8;21;21;0;2915.88;0
5135;2015;8;21;22;0;2915.88;0
5136;2015;8;21;23;0;2915.88;0
5137;2015;8;22;0;0;2915.88;0
5138;2015;8;22;1;0;2915.88;0
5139;2015;8;22;2;0;2915.88;0
5140;2015;8;22;3;0;2915.88;0
5141;2015;8;22;4;0;2915.88;0
5142;2015;8;22;5;0;2915.88;0
5143;2015;8;22;6;2.05;2915.88;0.000703047
5144;2015;8;22;7;136.53;2915.88;0.046822915
5145;2015;8;22;8;521.76;2915.88;0.178937405
5146;2015;8;22;9;1012.84;2915.88;0.347353115
5147;2015;8;22;10;1447.1;2915.88;0.496282426
5148;2015;8;22;11;1772.6;2915.88;0.607912534
5149;2015;8;22;12;1974.09;2915.88;0.677013457
5150;2015;8;22;13;2056.67;2915.88;0.705334239
5151;2015;8;22;14;2004.15;2915.88;0.687322524
5152;2015;8;22;15;1830.77;2915.88;0.627861915
5153;2015;8;22;16;1536.84;2915.88;0.527058727
5154;2015;8;22;17;1125.67;2915.88;0.386048123
5155;2015;8;22;18;645.44;2915.88;0.221353416
5156;2015;8;22;19;229.58;2915.88;0.078734379
5157;2015;8;22;20;27.58;2915.88;0.009458551
5158;2015;8;22;21;0;2915.88;0
5159;2015;8;22;22;0;2915.88;0
5160;2015;8;22;23;0;2915.88;0
5161;2015;8;23;0;0;2915.88;0
5162;2015;8;23;1;0;2915.88;0
5163;2015;8;23;2;0;2915.88;0
5164;2015;8;23;3;0;2915.88;0
5165;2015;8;23;4;0;2915.88;0
5166;2015;8;23;5;0;2915.88;0
5167;2015;8;23;6;1.1;2915.88;0.000377245
5168;2015;8;23;7;132.08;2915.88;0.045296789
5169;2015;8;23;8;527.83;2915.88;0.181019109
5170;2015;8;23;9;1041.09;2915.88;0.357041442
5171;2015;8;23;10;1455.12;2915.88;0.499032882
5172;2015;8;23;11;1743.14;2915.88;0.597809238
5173;2015;8;23;12;1943.13;2915.88;0.666395736
5174;2015;8;23;13;1860.16;2915.88;0.637941205
5175;2015;8;23;14;1004.79;2915.88;0.34459237
5176;2015;8;23;15;373.28;2915.88;0.128016242
5177;2015;8;23;16;232.76;2915.88;0.079824959
5178;2015;8;23;17;145.35;2915.88;0.04984773
5179;2015;8;23;18;86.4;2915.88;0.029630849
5180;2015;8;23;19;51.48;2915.88;0.017655048
5181;2015;8;23;20;7.6;2915.88;0.002606417
5182;2015;8;23;21;0;2915.88;0
5183;2015;8;23;22;0;2915.88;0
5184;2015;8;23;23;0;2915.88;0
5185;2015;8;24;0;0;2915.88;0
5186;2015;8;24;1;0;2915.88;0
5187;2015;8;24;2;0;2915.88;0
5188;2015;8;24;3;0;2915.88;0
5189;2015;8;24;4;0;2915.88;0
5190;2015;8;24;5;0;2915.88;0
5191;2015;8;24;6;0.9;2915.88;0.000308655
5192;2015;8;24;7;73.94;2915.88;0.025357696
5193;2015;8;24;8;312.61;2915.88;0.107209487
5194;2015;8;24;9;498.74;2915.88;0.171042704
5195;2015;8;24;10;632.24;2915.88;0.216826481
5196;2015;8;24;11;538.92;2915.88;0.184822421
5197;2015;8;24;12;696.01;2915.88;0.23869638
5198;2015;8;24;13;1148.75;2915.88;0.3939634
5199;2015;8;24;14;1481.05;2915.88;0.507925566
5200;2015;8;24;15;1028.19;2915.88;0.352617392
5201;2015;8;24;16;836.27;2915.88;0.286798497
5202;2015;8;24;17;626.36;2915.88;0.214809937
5203;2015;8;24;18;428.25;2915.88;0.146868184
5204;2015;8;24;19;121.04;2915.88;0.041510625
5205;2015;8;24;20;8.8;2915.88;0.003017957
5206;2015;8;24;21;0;2915.88;0
5207;2015;8;24;22;0;2915.88;0
5208;2015;8;24;23;0;2915.88;0
5209;2015;8;25;0;0;2915.88;0
5210;2015;8;25;1;0;2915.88;0
5211;2015;8;25;2;0;2915.88;0
5212;2015;8;25;3;0;2915.88;0
5213;2015;8;25;4;0;2915.88;0
5214;2015;8;25;5;0;2915.88;0
5215;2015;8;25;6;0.02;2915.88;6.85899E-06
5216;2015;8;25;7;59.41;2915.88;0.020374638
5217;2015;8;25;8;283.03;2915.88;0.097065037
5218;2015;8;25;9;556.06;2915.88;0.190700578
5219;2015;8;25;10;984.7;2915.88;0.337702512
5220;2015;8;25;11;1328.97;2915.88;0.455769785
5221;2015;8;25;12;1516.9;2915.88;0.520220311
5222;2015;8;25;13;1606.53;2915.88;0.550958887
5223;2015;8;25;14;1597.2;2915.88;0.547759167
5224;2015;8;25;15;1261.07;2915.88;0.432483504
5225;2015;8;25;16;657.02;2915.88;0.225324773
5226;2015;8;25;17;306.81;2915.88;0.105220379
5227;2015;8;25;18;136.66;2915.88;0.046867498
5228;2015;8;25;19;36.56;2915.88;0.012538239
5229;2015;8;25;20;2;2915.88;0.000685899
5230;2015;8;25;21;0;2915.88;0
5231;2015;8;25;22;0;2915.88;0
5232;2015;8;25;23;0;2915.88;0
5233;2015;8;26;0;0;2915.88;0
5234;2015;8;26;1;0;2915.88;0
5235;2015;8;26;2;0;2915.88;0
5236;2015;8;26;3;0;2915.88;0
5237;2015;8;26;4;0;2915.88;0
5238;2015;8;26;5;0;2915.88;0
5239;2015;8;26;6;0.01;2915.88;3.4295E-06
5240;2015;8;26;7;95.5;2915.88;0.032751691
5241;2015;8;26;8;398.85;2915.88;0.136785464
5242;2015;8;26;9;847.13;2915.88;0.29052293
5243;2015;8;26;10;1320.44;2915.88;0.452844424
5244;2015;8;26;11;1628.73;2915.88;0.558572369
5245;2015;8;26;12;1686.78;2915.88;0.578480596
5246;2015;8;26;13;1643.93;2915.88;0.563785204
5247;2015;8;26;14;1561.75;2915.88;0.535601602
5248;2015;8;26;15;1504.79;2915.88;0.516067191
5249;2015;8;26;16;1176.1;2915.88;0.403343073
5250;2015;8;26;17;659.51;2915.88;0.226178718
5251;2015;8;26;18;353.65;2915.88;0.121284141
5252;2015;8;26;19;82.36;2915.88;0.028245332
5253;2015;8;26;20;6.46;2915.88;0.002215455
5254;2015;8;26;21;0;2915.88;0
5255;2015;8;26;22;0;2915.88;0
5256;2015;8;26;23;0;2915.88;0
5257;2015;8;27;0;0;2915.88;0
5258;2015;8;27;1;0;2915.88;0
5259;2015;8;27;2;0;2915.88;0
5260;2015;8;27;3;0;2915.88;0
5261;2015;8;27;4;0;2915.88;0
5262;2015;8;27;5;0;2915.88;0
5263;2015;8;27;6;0;2915.88;0
