Timestep;year;month;day;hour;real_time_measured_MW;monitored_capacity_MW;capacity_factor
6588;2015;10;21;12;95.6175;1122.51;0.085181869
6589;2015;10;21;13;143.9525;1122.51;0.128241619
6590;2015;10;21;14;180.7375;1122.51;0.161011929
6591;2015;10;21;15;222.6475;1122.51;0.198347899
6592;2015;10;21;16;245.8225;1122.51;0.218993595
6593;2015;10;21;17;279.5425;1122.51;0.249033416
6594;2015;10;21;18;313.635;1122.51;0.279405083
6595;2015;10;21;19;344.715;1122.51;0.307093033
6596;2015;10;21;20;374.7875;1122.51;0.33388344
6597;2015;10;21;21;394.0775;1122.51;0.351068142
6598;2015;10;21;22;402.61;1122.51;0.358669411
6599;2015;10;21;23;410.59;1122.51;0.365778479
6600;2015;10;22;0;320.855;1122.51;0.285837097
6601;2015;10;22;1;280.9625;1122.51;0.250298438
6602;2015;10;22;2;253.985;1122.51;0.226265245
6603;2015;10;22;3;0;1122.51;0
6604;2015;10;22;4;0;1122.51;0
6605;2015;10;22;5;0;1122.51;0
6606;2015;10;22;6;225.6875;1122.51;0.201056115
6607;2015;10;22;7;212.105;1122.51;0.188956
6608;2015;10;22;8;108.6075;1122.51;0.096754149
6609;2015;10;22;9;222.5925;1122.51;0.198298902
6610;2015;10;22;10;206.9125;1122.51;0.184330206
6611;2015;10;22;11;199.2525;1122.51;0.177506214
6612;2015;10;22;12;203.1425;1122.51;0.180971662
6613;2015;10;22;13;210.3375;1122.51;0.187381404
6614;2015;10;22;14;190.0225;1122.51;0.16928357
6615;2015;10;22;15;174.0825;1122.51;0.155083251
6616;2015;10;22;16;153.285;1122.51;0.136555576
6617;2015;10;22;17;133.41;1122.51;0.118849721
6618;2015;10;22;18;96.03;1122.51;0.085549349
6619;2015;10;22;19;103.315;1122.51;0.092039269
6620;2015;10;22;20;79.9;1122.51;0.071179767
6621;2015;10;22;21;66.465;1122.51;0.059211054
6622;2015;10;22;22;70.705;1122.51;0.062988303
6623;2015;10;22;23;56.44;1122.51;0.050280176
6624;2015;10;23;0;34.9275;1122.51;0.031115536
6625;2015;10;23;1;18.4975;1122.51;0.016478695
6626;2015;10;23;2;13.0425;1122.51;0.01161905
6627;2015;10;23;3;14.1425;1122.51;0.012598997
6628;2015;10;23;4;14.46;1122.51;0.012881845
6629;2015;10;23;5;15.51;1122.51;0.013817249
6630;2015;10;23;6;18.38;1122.51;0.016374019
6631;2015;10;23;7;18.9325;1122.51;0.016866219
6632;2015;10;23;8;21.3175;1122.51;0.018990922
6633;2015;10;23;9;29.2375;1122.51;0.026046539
6634;2015;10;23;10;33.7475;1122.51;0.03006432
6635;2015;10;23;11;29.1075;1122.51;0.025930727
6636;2015;10;23;12;25.7725;1122.51;0.022959706
6637;2015;10;23;13;20.36;1122.51;0.018137923
6638;2015;10;23;14;21.7225;1122.51;0.019351721
6639;2015;10;23;15;43.01;1122.51;0.038315917
6640;2015;10;23;16;38.3925;1122.51;0.034202368
6641;2015;10;23;17;25.0525;1122.51;0.022318287
6642;2015;10;23;18;26.07;1122.51;0.023224737
6643;2015;10;23;19;35.525;1122.51;0.031647825
6644;2015;10;23;20;39.39;1122.51;0.035091001
6645;2015;10;23;21;44.695;1122.51;0.039817017
6646;2015;10;23;22;48.9575;1122.51;0.043614311
6647;2015;10;23;23;68.0125;1122.51;0.060589661
6648;2015;10;24;0;79.8775;1122.51;0.071159722
6649;2015;10;24;1;57.6525;1122.51;0.051360344
6650;2015;10;24;2;43.6875;1122.51;0.038919475
6651;2015;10;24;3;47.1325;1122.51;0.04198849
6652;2015;10;24;4;60.55;1122.51;0.053941613
6653;2015;10;24;5;80.8525;1122.51;0.072028312
6654;2015;10;24;6;94.5425;1122.51;0.084224194
6655;2015;10;24;7;113.58;1122.51;0.101183954
6656;2015;10;24;8;134.8325;1122.51;0.12011697
6657;2015;10;24;9;150.095;1122.51;0.133713731
6658;2015;10;24;10;124.9525;1122.51;0.111315267
6659;2015;10;24;11;107.0875;1122.51;0.095400041
6660;2015;10;24;12;84.82;1122.51;0.075562801
6661;2015;10;24;13;68.3425;1122.51;0.060883645
6662;2015;10;24;14;49.615;1122.51;0.044200052
6663;2015;10;24;15;36.615;1122.51;0.032618863
6664;2015;10;24;16;32.9025;1122.51;0.029311543
6665;2015;10;24;17;48.5225;1122.51;0.043226786
6666;2015;10;24;18;50.63;1122.51;0.045104275
6667;2015;10;24;19;57.2425;1122.51;0.050995091
6668;2015;10;24;20;78.0575;1122.51;0.069538356
6669;2015;10;24;21;122.3425;1122.51;0.10899012
6670;2015;10;24;22;147.3225;1122.51;0.13124382
6671;2015;10;24;23;154.02;1122.51;0.137210359
6672;2015;10;25;0;137.9675;2245.02;0.061454909
6673;2015;10;25;1;99.5475;2245.02;0.044341476
6674;2015;10;25;2;0;2245.02;0
6675;2015;10;25;2;103.6675;2245.02;0.046176649
6676;2015;10;25;3;97.48;2245.02;0.043420549
6677;2015;10;25;4;131.76;2245.02;0.0586899
6678;2015;10;25;5;125.945;2245.02;0.056099723
6679;2015;10;25;6;101.98;2245.02;0.045424985
6680;2015;10;25;7;72.0425;2245.02;0.032089915
6681;2015;10;25;8;59.0375;2245.02;0.026297093
6682;2015;10;25;9;63.2375;2245.02;0.028167901
6683;2015;10;25;10;43.5075;2245.02;0.01937956
6684;2015;10;25;11;23.3525;2245.02;0.010401912
6685;2015;10;25;12;8.1575;2245.02;0.003633598
6686;2015;10;25;13;3.48;2245.02;0.001550098
6687;2015;10;25;14;2.5375;2245.02;0.001130279
6688;2015;10;25;15;5.44;2245.02;0.002423141
6689;2015;10;25;16;8.725;2245.02;0.00388638
6690;2015;10;25;17;6.7425;2245.02;0.003003314
6691;2015;10;25;18;21.4125;2245.02;0.009537777
6692;2015;10;25;19;65.1275;2245.02;0.029009764
6693;2015;10;25;20;95.5;2245.02;0.042538597
6694;2015;10;25;21;102.99;2245.02;0.04587487
6695;2015;10;25;22;117.6575;2245.02;0.052408219
6696;2015;10;25;23;125.9525;2245.02;0.056103064
6697;2015;10;26;0;119.8675;1122.51;0.10678524
6698;2015;10;26;1;87.9925;1122.51;0.078389057
6699;2015;10;26;2;91.1225;1122.51;0.081177451
6700;2015;10;26;3;107.0775;1122.51;0.095391132
6701;2015;10;26;4;121.64;1122.51;0.108364291
6702;2015;10;26;5;154.375;1122.51;0.137526614
6703;2015;10;26;6;172.955;1122.51;0.154078806
6704;2015;10;26;7;151.0675;1122.51;0.134580093
6705;2015;10;26;8;149.02;1122.51;0.132756056
6706;2015;10;26;9;121.6475;1122.51;0.108370972
6707;2015;10;26;10;73.05;1122.51;0.065077371
6708;2015;10;26;11;61.0925;1122.51;0.054424905
6709;2015;10;26;12;65.3125;1122.51;0.058184337
6710;2015;10;26;13;56.3875;1122.51;0.050233405
6711;2015;10;26;14;62.955;1122.51;0.056084133
6712;2015;10;26;15;68.575;1122.51;0.06109077
6713;2015;10;26;16;91.6725;1122.51;0.081667424
6714;2015;10;26;17;147.275;1122.51;0.131201504
6715;2015;10;26;18;238.0625;1122.51;0.212080516
6716;2015;10;26;19;243.91;1122.51;0.217289824
6717;2015;10;26;20;244.02;1122.51;0.217387818
6718;2015;10;26;21;269.5275;1122.51;0.240111447
6719;2015;10;26;22;293.95;1122.51;0.261868491
6720;2015;10;26;23;288.2075;1122.51;0.256752724
6721;2015;10;27;0;318.275;1122.51;0.283538677
6722;2015;10;27;1;338.365;1122.51;0.301436067
6723;2015;10;27;2;399.05;1122.51;0.355497947
6724;2015;10;27;3;376.8875;1122.51;0.335754247
6725;2015;10;27;4;327.325;1122.51;0.291600966
6726;2015;10;27;5;285.315;1122.51;0.254175909
6727;2015;10;27;6;271.335;1122.51;0.241721677
6728;2015;10;27;7;264.4025;1122.51;0.235545786
6729;2015;10;27;8;240.4775;1122.51;0.214231944
6730;2015;10;27;9;204.0675;1122.51;0.181795708
6731;2015;10;27;10;149.6775;1122.51;0.133341797
6732;2015;10;27;11;121.8725;1122.51;0.108571416
6733;2015;10;27;12;103.4375;1122.51;0.0921484
6734;2015;10;27;13;79.08;1122.51;0.070449261
6735;2015;10;27;14;76.9475;1122.51;0.068549501
6736;2015;10;27;15;103.295;1122.51;0.092021452
6737;2015;10;27;16;141.4225;1122.51;0.125987742
6738;2015;10;27;17;205.4675;1122.51;0.183042913
6739;2015;10;27;18;258.1575;1122.51;0.229982361
6740;2015;10;27;19;291.6375;1122.51;0.259808376
6741;2015;10;27;20;310.815;1122.51;0.276892856
6742;2015;10;27;21;310.8925;1122.51;0.276961898
6743;2015;10;27;22;301.0675;1122.51;0.268209192
6744;2015;10;27;23;272.16;1122.51;0.242456637
6745;2015;10;28;0;252.7175;1122.51;0.225136079
6746;2015;10;28;1;227.2625;1122.51;0.202459221
6747;2015;10;28;2;241.6075;1122.51;0.215238617
6748;2015;10;28;3;222.14;1122.51;0.197895787
6749;2015;10;28;4;233.4075;1122.51;0.20793356
6750;2015;10;28;5;292.04;1122.51;0.260166947
6751;2015;10;28;6;421.2225;1122.51;0.375250555
6752;2015;10;28;7;439.8625;1122.51;0.391856197
6753;2015;10;28;8;395.3775;1122.51;0.352226261
6754;2015;10;28;9;321.2625;1122.51;0.286200123
6755;2015;10;28;10;185.64;1122.51;0.165379373
6756;2015;10;28;11;0;1122.51;0
6757;2015;10;28;12;27.7175;1122.51;0.02469243
6758;2015;10;28;13;80.615;1122.51;0.071816732
6759;2015;10;28;14;47.045;1122.51;0.04191054
6760;2015;10;28;15;44.835;1122.51;0.039941738
6761;2015;10;28;16;67.855;1122.51;0.06044935
6762;2015;10;28;17;70.56;1122.51;0.062859128
6763;2015;10;28;18;88.4475;1122.51;0.078794398
6764;2015;10;28;19;134.3475;1122.51;0.119684903
6765;2015;10;28;20;129.0775;1122.51;0.114990067
6766;2015;10;28;21;105.965;1122.51;0.09440005
6767;2015;10;28;22;92.465;1122.51;0.082373431
6768;2015;10;28;23;101.355;1122.51;0.090293182
6769;2015;10;29;0;90.1825;1122.51;0.080340042
6770;2015;10;29;1;82.4675;1122.51;0.073467052
6771;2015;10;29;2;89.8525;1122.51;0.080046057
6772;2015;10;29;3;98.39;1122.51;0.08765178
6773;2015;10;29;4;128.8775;1122.51;0.114811895
6774;2015;10;29;5;145.5475;1122.51;0.129662542
6775;2015;10;29;6;185.2525;1122.51;0.165034165
6776;2015;10;29;7;217.5175;1122.51;0.193777784
6777;2015;10;29;8;193.5325;1122.51;0.172410491
6778;2015;10;29;9;151.5975;1122.51;0.135052249
6779;2015;10;29;10;132.4375;1122.51;0.117983359
6780;2015;10;29;11;167.315;1122.51;0.149054351
6781;2015;10;29;12;195.685;1122.51;0.174328068
6782;2015;10;29;13;199.1475;1122.51;0.177412673
6783;2015;10;29;14;169.5875;1122.51;0.151078832
6784;2015;10;29;15;136.5075;1122.51;0.121609162
6785;2015;10;29;16;107.935;1122.51;0.096155045
6786;2015;10;29;17;183;1122.51;0.163027501
6787;2015;10;29;18;211.6825;1122.51;0.188579612
6788;2015;10;29;19;227.1825;1122.51;0.202387952
6789;2015;10;29;20;247.2075;1122.51;0.220227437
6790;2015;10;29;21;221.9;1122.51;0.197681981
6791;2015;10;29;22;222.415;1122.51;0.198140774
6792;2015;10;29;23;298.5875;1122.51;0.265999857
6793;2015;10;30;0;327.215;1122.51;0.291502971
6794;2015;10;30;1;346.135;1122.51;0.308358055
6795;2015;10;30;2;347.005;1122.51;0.309133103
6796;2015;10;30;3;321.7225;1122.51;0.286609919
6797;2015;10;30;4;278.3575;1122.51;0.247977746
6798;2015;10;30;5;262.41;1122.51;0.233770746
6799;2015;10;30;6;296.63;1122.51;0.264255998
6800;2015;10;30;7;315.4625;1122.51;0.281033131
6801;2015;10;30;8;350.305;1122.51;0.312072944
6802;2015;10;30;9;270.15;1122.51;0.240666007
6803;2015;10;30;10;168.51;1122.51;0.15011893
6804;2015;10;30;11;110.12;1122.51;0.098101576
6805;2015;10;30;12;62.525;1122.51;0.055701063
6806;2015;10;30;13;37.15;1122.51;0.033095474
6807;2015;10;30;14;32.2825;1122.51;0.028759209
6808;2015;10;30;15;33.89;1122.51;0.030191268
6809;2015;10;30;16;65.875;1122.51;0.058685446
6810;2015;10;30;17;149.4325;1122.51;0.133123536
6811;2015;10;30;18;217.3575;1122.51;0.193635246
6812;2015;10;30;19;249.825;1122.51;0.222559265
6813;2015;10;30;20;200.09;1122.51;0.17825231
6814;2015;10;30;21;191.4475;1122.51;0.170553046
6815;2015;10;30;22;183.11;1122.51;0.163125496
6816;2015;10;30;23;201.2125;1122.51;0.179252301
6817;2015;10;31;0;190.44;1122.51;0.169655504
6818;2015;10;31;1;196.7975;1122.51;0.175319151
6819;2015;10;31;2;193.79;1122.51;0.172639887
6820;2015;10;31;3;207.405;1122.51;0.184768955
6821;2015;10;31;4;239.9;1122.51;0.213717472
6822;2015;10;31;5;274.545;1122.51;0.24458134
6823;2015;10;31;6;271.22;1122.51;0.241619228
6824;2015;10;31;7;261.9;1122.51;0.233316407
6825;2015;10;31;8;215.85;1122.51;0.192292274
6826;2015;10;31;9;110.2975;1122.51;0.098259704
6827;2015;10;31;10;53.37;1122.51;0.047545233
6828;2015;10;31;11;39.355;1122.51;0.035059821
6829;2015;10;31;12;29.745;1122.51;0.02649865
6830;2015;10;31;13;17.57;1122.51;0.015652422
6831;2015;10;31;14;18.26;1122.51;0.016267116
6832;2015;10;31;15;20.65;1122.51;0.018396273
6833;2015;10;31;16;28.755;1122.51;0.025616698
6834;2015;10;31;17;62.215;1122.51;0.055424896
6835;2015;10;31;18;88.4875;1122.51;0.078830033
6836;2015;10;31;19;99.33;1122.51;0.088489189
6837;2015;10;31;20;84.575;1122.51;0.07534454
6838;2015;10;31;21;91.915;1122.51;0.081883458
6839;2015;10;31;22;104.7975;1122.51;0.09335997
6840;2015;10;31;23;91.4775;1122.51;0.081493706
6841;2015;11;1;0;94.935;1122.51;0.084573857
6842;2015;11;1;1;108.5475;1122.51;0.096700698
6843;2015;11;1;2;83.125;1122.51;0.074052792
6844;2015;11;1;3;47.22;1122.51;0.04206644
6845;2015;11;1;4;30.7975;1122.51;0.027436281
6846;2015;11;1;5;28.325;1122.51;0.025233628
6847;2015;11;1;6;34.205;1122.51;0.030471889
6848;2015;11;1;7;42.2925;1122.51;0.037676724
6849;2015;11;1;8;46.75;1122.51;0.041647736
6850;2015;11;1;9;43.5325;1122.51;0.038781392
6851;2015;11;1;10;23.28;1122.51;0.020739236
6852;2015;11;1;11;11.4725;1122.51;0.010220399
6853;2015;11;1;12;5.895;1122.51;0.005251624
6854;2015;11;1;13;2.93;1122.51;0.002610222
6855;2015;11;1;14;2.145;1122.51;0.001910896
6856;2015;11;1;15;1.8275;1122.51;0.001628048
6857;2015;11;1;16;3.2875;1122.51;0.002928704
6858;2015;11;1;17;16.1775;1122.51;0.014411898
6859;2015;11;1;18;42.7275;1122.51;0.038064249
6860;2015;11;1;19;73.8875;1122.51;0.065823467
6861;2015;11;1;20;127.2075;1122.51;0.113324157
6862;2015;11;1;21;145.14;1122.51;0.129299516
6863;2015;11;1;22;147.8375;1122.51;0.131702613
6864;2015;11;1;23;125.07;1122.51;0.111419943
6865;2015;11;2;0;116.1625;1122.51;0.103484601
6866;2015;11;2;1;85.4025;1122.51;0.076081728
6867;2015;11;2;2;76.6;1122.51;0.068239927
6868;2015;11;2;3;44.615;1122.51;0.039745748
6869;2015;11;2;4;35.915;1122.51;0.031995261
6870;2015;11;2;5;34.4725;1122.51;0.030710194
6871;2015;11;2;6;50.895;1122.51;0.045340353
6872;2015;11;2;7;57.7325;1122.51;0.051431613
6873;2015;11;2;8;80.295;1122.51;0.071531657
6874;2015;11;2;9;90.52;1122.51;0.080640707
6875;2015;11;2;10;68.64;1122.51;0.061148676
6876;2015;11;2;11;29.7375;1122.51;0.026491969
6877;2015;11;2;12;15.5175;1122.51;0.01382393
6878;2015;11;2;13;9.1775;1122.51;0.008175874
6879;2015;11;2;14;12.46;1122.51;0.011100124
6880;2015;11;2;15;21.595;1122.51;0.019238136
6881;2015;11;2;16;24.9525;1122.51;0.022229201
6882;2015;11;2;17;42.645;1122.51;0.037990753
6883;2015;11;2;18;56.86;1122.51;0.050654337
6884;2015;11;2;19;71.9925;1122.51;0.064135286
6885;2015;11;2;20;83.8625;1122.51;0.074709802
6886;2015;11;2;21;97.4175;1122.51;0.086785418
6887;2015;11;2;22;145.6225;1122.51;0.129729357
6888;2015;11;2;23;183.85;1122.51;0.163784732
6889;2015;11;3;0;189.0425;1122.51;0.168410526
6890;2015;11;3;1;211.525;1122.51;0.188439301
6891;2015;11;3;2;230.8875;1122.51;0.205688591
6892;2015;11;3;3;256.185;1122.51;0.228225138
6893;2015;11;3;4;270.9275;1122.51;0.241358652
6894;2015;11;3;5;312.025;1122.51;0.277970798
6895;2015;11;3;6;346.9275;1122.51;0.309064062
6896;2015;11;3;7;338.905;1122.51;0.301917132
6897;2015;11;3;8;290.49;1122.51;0.258786113
6898;2015;11;3;9;223.665;1122.51;0.19925435
6899;2015;11;3;10;126.0925;1122.51;0.112330848
6900;2015;11;3;11;124.7825;1122.51;0.11116382
6901;2015;11;3;12;90.9425;1122.51;0.081017096
6902;2015;11;3;13;106.9725;1122.51;0.095297592
6903;2015;11;3;14;153.9825;1122.51;0.137176952
6904;2015;11;3;15;152.1975;1122.51;0.135586765
6905;2015;11;3;16;122.6975;1122.51;0.109306376
6906;2015;11;3;17;124.03;1122.51;0.110493448
6907;2015;11;3;18;158.4675;1122.51;0.141172462
6908;2015;11;3;19;230.32;1122.51;0.205183027
6909;2015;11;3;20;223.7225;1122.51;0.199305574
6910;2015;11;3;21;281.5975;1122.51;0.250864135
6911;2015;11;3;22;365.415;1122.51;0.325533848
6912;2015;11;3;23;433.6775;1122.51;0.386346224
6913;2015;11;4;0;401.9525;1122.51;0.35808367
6914;2015;11;4;1;0;1122.51;0
6915;2015;11;4;2;114.915;1122.51;0.102373253
6916;2015;11;4;3;441.545;1122.51;0.39335507
6917;2015;11;4;4;433.92;1122.51;0.386562258
6918;2015;11;4;5;444.0475;1122.51;0.395584449
6919;2015;11;4;6;466.9325;1122.51;0.415971795
6920;2015;11;4;7;561.23;1122.51;0.499977728
6921;2015;11;4;8;611.9725;1122.51;0.545182226
6922;2015;11;4;9;538.1175;1122.51;0.479387711
6923;2015;11;4;10;431.5675;1122.51;0.384466508
6924;2015;11;4;11;389.895;1122.51;0.347342117
6925;2015;11;4;12;392.3075;1122.51;0.349491319
6926;2015;11;4;13;332.1425;1122.51;0.295892687
6927;2015;11;4;14;320.4475;1122.51;0.285474072
6928;2015;11;4;15;309.09;1122.51;0.275356122
6929;2015;11;4;16;291.67;1122.51;0.259837329
6930;2015;11;4;17;267.785;1122.51;0.238559122
6931;2015;11;4;18;246.3875;1122.51;0.219496931
6932;2015;11;4;19;215.3575;1122.51;0.191853525
6933;2015;11;4;20;233.515;1122.51;0.208029327
6934;2015;11;4;21;186.405;1122.51;0.166060881
6935;2015;11;4;22;139.995;1122.51;0.124716038
6936;2015;11;4;23;144.385;1122.51;0.128626916
6937;2015;11;5;0;154.5275;1122.51;0.137662471
6938;2015;11;5;1;169.8275;1122.51;0.151292639
6939;2015;11;5;2;186.575;1122.51;0.166212328
6940;2015;11;5;3;191.3175;1122.51;0.170437234
6941;2015;11;5;4;181.5;1122.51;0.16169121
6942;2015;11;5;5;182.5975;1122.51;0.162668929
6943;2015;11;5;6;197.5625;1122.51;0.176000659
6944;2015;11;5;7;221.4;1122.51;0.19723655
6945;2015;11;5;8;216.3775;1122.51;0.192762203
6946;2015;11;5;9;201.735;1122.51;0.179717775
6947;2015;11;5;10;176.105;1122.51;0.156885017
6948;2015;11;5;11;170.935;1122.51;0.152279267
6949;2015;11;5;12;185.1;1122.51;0.164898308
6950;2015;11;5;13;245.69;1122.51;0.218875556
6951;2015;11;5;14;273.9825;1122.51;0.244080231
6952;2015;11;5;15;294.9575;1122.51;0.262766033
6953;2015;11;5;16;349.12;1122.51;0.311017274
6954;2015;11;5;17;428.375;1122.51;0.381622435
6955;2015;11;5;18;445.9125;1122.51;0.397245904
6956;2015;11;5;19;441.5825;1122.51;0.393388478
6957;2015;11;5;20;440.45;1122.51;0.392379578
6958;2015;11;5;21;438.965;1122.51;0.39105665
6959;2015;11;5;22;499.85;1122.51;0.445296701
6960;2015;11;5;23;468.045;1122.51;0.416962878
6961;2015;11;6;0;463.08;1122.51;0.412539755
6962;2015;11;6;1;499.1725;1122.51;0.444693143
6963;2015;11;6;2;504.4775;1122.51;0.449419159
6964;2015;11;6;3;420.24;1122.51;0.374375284
6965;2015;11;6;4;346.8875;1122.51;0.309028427
6966;2015;11;6;5;320.8525;1122.51;0.28583487
6967;2015;11;6;6;299.3175;1122.51;0.266650186
6968;2015;11;6;7;275.3775;1122.51;0.245322982
6969;2015;11;6;8;261.3175;1122.51;0.232797481
6970;2015;11;6;9;272.7525;1122.51;0.242984472
6971;2015;11;6;10;259.34;1122.51;0.231035804
6972;2015;11;6;11;321.15;1122.51;0.286099901
6973;2015;11;6;12;455.8775;1122.51;0.406123331
6974;2015;11;6;13;493.195;1122.51;0.439368023
6975;2015;11;6;14;475.66;1122.51;0.423746782
6976;2015;11;6;15;474.1975;1122.51;0.422443898
6977;2015;11;6;16;508.685;1122.51;0.453167455
6978;2015;11;6;17;532.215;1122.51;0.474129406
6979;2015;11;6;18;541.9325;1122.51;0.482786345
6980;2015;11;6;19;559.4675;1122.51;0.498407587
6981;2015;11;6;20;547.2125;1122.51;0.487490089
6982;2015;11;6;21;500.845;1122.51;0.446183108
6983;2015;11;6;22;427.34;1122.51;0.380700395
6984;2015;11;6;23;419.77;1122.51;0.373956579
6985;2015;11;7;0;382.635;1122.51;0.340874469
6986;2015;11;7;1;337.91;1122.51;0.301030726
6987;2015;11;7;2;275.225;1122.51;0.245187125
6988;2015;11;7;3;241.35;1122.51;0.21500922
6989;2015;11;7;4;231.51;1122.51;0.206243152
6990;2015;11;7;5;198.2775;1122.51;0.176637625
6991;2015;11;7;6;199.6625;1122.51;0.177871467
6992;2015;11;7;7;220.4525;1122.51;0.19639246
6993;2015;11;7;8;267.275;1122.51;0.238104783
6994;2015;11;7;9;328.565;1122.51;0.292705633
6995;2015;11;7;10;361.3275;1122.51;0.321892455
6996;2015;11;7;11;345.4975;1122.51;0.307790131
6997;2015;11;7;12;381.895;1122.51;0.340215232
6998;2015;11;7;13;439.675;1122.51;0.391689161
6999;2015;11;7;14;438.8875;1122.51;0.390987608
7000;2015;11;7;15;474.5925;1122.51;0.422795788
7001;2015;11;7;16;546.6325;1122.51;0.48697339
7002;2015;11;7;17;599.26;1122.51;0.533857159
7003;2015;11;7;18;627.625;1122.51;0.559126422
7004;2015;11;7;19;657.2225;1122.51;0.58549367
7005;2015;11;7;20;655.1;1122.51;0.583602819
7006;2015;11;7;21;596.375;1122.51;0.531287026
7007;2015;11;7;22;424.6125;1122.51;0.378270572
7008;2015;11;7;23;297.645;1122.51;0.265160221
7009;2015;11;8;0;280.395;1122.51;0.249792875
7010;2015;11;8;1;196.9975;1122.51;0.175497323
7011;2015;11;8;2;108.775;1122.51;0.096903368
7012;2015;11;8;3;51.425;1122.51;0.045812509
7013;2015;11;8;4;27.415;1122.51;0.024422945
7014;2015;11;8;5;18.6;1122.51;0.016570008
7015;2015;11;8;6;37.215;1122.51;0.033153379
7016;2015;11;8;7;87.645;1122.51;0.078079483
7017;2015;11;8;8;133.875;1122.51;0.119263971
7018;2015;11;8;9;164.9;1122.51;0.146902923
7019;2015;11;8;10;223.3575;1122.51;0.19898041
7020;2015;11;8;11;239.5575;1122.51;0.213412353
7021;2015;11;8;12;242.5925;1122.51;0.216116115
7022;2015;11;8;13;220.6925;1122.51;0.196606266
7023;2015;11;8;14;170.6475;1122.51;0.152023145
7024;2015;11;8;15;199.76;1122.51;0.177958326
7025;2015;11;8;16;273.2325;1122.51;0.243412085
7026;2015;11;8;17;411.1475;1122.51;0.366275133
7027;2015;11;8;18;565.0175;1122.51;0.503351863
7028;2015;11;8;19;677.3225;1122.51;0.60339997
7029;2015;11;8;20;743.7075;1122.51;0.662539755
7030;2015;11;8;21;726.03;1122.51;0.646791565
7031;2015;11;8;22;723.4025;1122.51;0.644450829
7032;2015;11;8;23;688.3075;1122.51;0.613186074
7033;2015;11;9;0;633.6375;1122.51;0.564482722
7034;2015;11;9;1;550.3375;1122.51;0.490274029
7035;2015;11;9;2;472.0325;1122.51;0.420515185
7036;2015;11;9;3;514.315;1122.51;0.458183001
7037;2015;11;9;4;493.9425;1122.51;0.440033942
7038;2015;11;9;5;468.8975;1122.51;0.417722337
7039;2015;11;9;6;473.0825;1122.51;0.421450588
7040;2015;11;9;7;521.85;1122.51;0.464895636
7041;2015;11;9;8;540.4625;1122.51;0.48147678
7042;2015;11;9;9;592.53;1122.51;0.527861667
7043;2015;11;9;10;660.79;1122.51;0.588671816
7044;2015;11;9;11;660.2;1122.51;0.588146208
7045;2015;11;9;12;678.0225;1122.51;0.604023572
7046;2015;11;9;13;730.0825;1122.51;0.650401778
7047;2015;11;9;14;744.15;1122.51;0.66293396
7048;2015;11;9;15;674.895;1122.51;0.601237405
7049;2015;11;9;16;571.295;1122.51;0.508944241
7050;2015;11;9;17;663.2925;1122.51;0.590901195
7051;2015;11;9;18;779.6375;1122.51;0.694548378
7052;2015;11;9;19;647.5475;1122.51;0.576874594
7053;2015;11;9;20;896.015;1122.51;0.798224515
7054;2015;11;9;21;889.5725;1122.51;0.792485145
7055;2015;11;9;22;843.2075;1122.51;0.75118039
7056;2015;11;9;23;836.6;1122.51;0.745294029
7057;2015;11;10;0;793.2525;1122.51;0.706677446
7058;2015;11;10;1;732.6725;1122.51;0.652709107
7059;2015;11;10;2;663.72;1122.51;0.591282038
7060;2015;11;10;3;668.7825;1122.51;0.59579202
7061;2015;11;10;4;612.095;1122.51;0.545291356
7062;2015;11;10;5;605.1125;1122.51;0.539070921
7063;2015;11;10;6;576.15;1122.51;0.51326937
7064;2015;11;10;7;587.5875;1122.51;0.523458588
7065;2015;11;10;8;549.05;1122.51;0.489127046
7066;2015;11;10;9;518.1575;1122.51;0.461606133
7067;2015;11;10;10;0;1122.51;0
7068;2015;11;10;11;0;1122.51;0
7069;2015;11;10;12;0;1122.51;0
7070;2015;11;10;13;0;1122.51;0
7071;2015;11;10;14;0;1122.51;0
7072;2015;11;10;15;394.59;1122.51;0.351524708
7073;2015;11;10;16;404.28;1122.51;0.360157148
7074;2015;11;10;17;281.7525;1122.51;0.251002218
7075;2015;11;10;18;247.1225;1122.51;0.220151714
7076;2015;11;10;19;250.7525;1122.51;0.223385538
7077;2015;11;10;20;261.82;1122.51;0.233245138
7078;2015;11;10;21;0;1122.51;0
7079;2015;11;10;22;0;1122.51;0
7080;2015;11;10;23;275.65;1122.51;0.245565741
7081;2015;11;11;0;173.065;1122.51;0.1541768
7082;2015;11;11;1;122.66;1122.51;0.109272969
7083;2015;11;11;2;246.535;1122.51;0.219628333
7084;2015;11;11;3;269.2975;1122.51;0.239906549
7085;2015;11;11;4;299.5275;1122.51;0.266837266
7086;2015;11;11;5;293.2775;1122.51;0.261269387
7087;2015;11;11;6;284.22;1122.51;0.253200417
7088;2015;11;11;7;284.0425;1122.51;0.253042289
7089;2015;11;11;8;243.505;1122.51;0.216929025
7090;2015;11;11;9;213.5325;1122.51;0.190227704
7091;2015;11;11;10;145.1075;1122.51;0.129270563
7092;2015;11;11;11;220.4975;1122.51;0.196432548
7093;2015;11;11;12;244.2125;1122.51;0.217559309
7094;2015;11;11;13;245.765;1122.51;0.21894237
7095;2015;11;11;14;256.8575;1122.51;0.228824242
7096;2015;11;11;15;229.01;1122.51;0.204016
7097;2015;11;11;16;204.705;1122.51;0.182363632
