Timestep;Y;M;D;H;AvgOfRealTime
5293;2015;8;28;12;10971.00
5294;2015;8;28;13;10837.75
5295;2015;8;28;14;10677.75
5296;2015;8;28;15;10424.00
5297;2015;8;28;16;10279.25
5298;2015;8;28;17;10230.00
5299;2015;8;28;18;10000.25
5300;2015;8;28;19;9639.00
5301;2015;8;28;20;9550.25
5302;2015;8;28;21;9639.50
5303;2015;8;28;22;9449.25
5304;2015;8;28;23;9069.00
5305;2015;8;29;0;8432.00
5306;2015;8;29;1;8044.50
5307;2015;8;29;2;7803.25
5308;2015;8;29;3;7665.75
5309;2015;8;29;4;7470.25
5310;2015;8;29;5;7562.00
5311;2015;8;29;6;7735.50
5312;2015;8;29;7;8042.00
5313;2015;8;29;8;8638.00
5314;2015;8;29;9;9225.25
5315;2015;8;29;10;9470.25
5316;2015;8;29;11;9649.00
5317;2015;8;29;12;9621.00
5318;2015;8;29;13;9475.00
5319;2015;8;29;14;9249.50
5320;2015;8;29;15;9068.50
5321;2015;8;29;16;9016.75
5322;2015;8;29;17;9031.75
5323;2015;8;29;18;9020.00
5324;2015;8;29;19;8871.75
5325;2015;8;29;20;8821.25
5326;2015;8;29;21;8919.75
5327;2015;8;29;22;8694.50
5328;2015;8;29;23;8391.00
5329;2015;8;30;0;7941.00
5330;2015;8;30;1;7536.50
5331;2015;8;30;2;7295.50
5332;2015;8;30;3;7133.50
5333;2015;8;30;4;7159.25
5334;2015;8;30;5;7152.25
5335;2015;8;30;6;7338.75
5336;2015;8;30;7;7528.00
5337;2015;8;30;8;7972.25
5338;2015;8;30;9;8467.50
5339;2015;8;30;10;8875.75
5340;2015;8;30;11;9072.75
5341;2015;8;30;12;9123.50
5342;2015;8;30;13;8894.75
5343;2015;8;30;14;8670.50
5344;2015;8;30;15;8532.50
5345;2015;8;30;16;8499.00
5346;2015;8;30;17;8610.25
5347;2015;8;30;18;8807.50
5348;2015;8;30;19;8886.75
5349;2015;8;30;20;9014.25
5350;2015;8;30;21;9288.25
5351;2015;8;30;22;9022.25
5352;2015;8;30;23;8511.75
5353;2015;8;31;0;7894.25
5354;2015;8;31;1;7669.75
5355;2015;8;31;2;7464.25
5356;2015;8;31;3;7436.00
5357;2015;8;31;4;7525.00
5358;2015;8;31;5;7939.25
5359;2015;8;31;6;8757.00
5360;2015;8;31;7;9619.00
5361;2015;8;31;8;10415.25
5362;2015;8;31;9;10913.50
5363;2015;8;31;10;11230.25
5364;2015;8;31;11;11515.00
5365;2015;8;31;12;11397.25
5366;2015;8;31;13;11353.00
5367;2015;8;31;14;11359.50
5368;2015;8;31;15;11167.50
5369;2015;8;31;16;10948.00
5370;2015;8;31;17;10844.25
5371;2015;8;31;18;10820.50
5372;2015;8;31;19;10462.00
5373;2015;8;31;20;10335.50
5374;2015;8;31;21;10208.75
5375;2015;8;31;22;9876.50
5376;2015;8;31;23;9211.50
5377;2015;9;1;0;8658.75
5378;2015;9;1;1;8345.25
5379;2015;9;1;2;8127.50
5380;2015;9;1;3;8019.75
5381;2015;9;1;4;8112.25
5382;2015;9;1;5;8422.75
5383;2015;9;1;6;9356.50
5384;2015;9;1;7;10357.25
5385;2015;9;1;8;10862.75
5386;2015;9;1;9;11180.50
5387;2015;9;1;10;11370.00
5388;2015;9;1;11;11501.00
5389;2015;9;1;12;11217.25
5390;2015;9;1;13;11170.00
5391;2015;9;1;14;11007.25
5392;2015;9;1;15;10898.50
5393;2015;9;1;16;10773.75
5394;2015;9;1;17;10830.00
5395;2015;9;1;18;10575.50
5396;2015;9;1;19;10192.75
5397;2015;9;1;20;10163.50
5398;2015;9;1;21;10123.50
5399;2015;9;1;22;9909.25
5400;2015;9;1;23;9414.75
5401;2015;9;2;0;8726.50
5402;2015;9;2;1;8430.75
5403;2015;9;2;2;8144.00
5404;2015;9;2;3;8100.75
5405;2015;9;2;4;8103.25
5406;2015;9;2;5;8515.75
5407;2015;9;2;6;9392.50
5408;2015;9;2;7;10241.75
5409;2015;9;2;8;10788.00
5410;2015;9;2;9;11117.00
5411;2015;9;2;10;11331.75
5412;2015;9;2;11;11452.25
5413;2015;9;2;12;11152.25
5414;2015;9;2;13;11109.25
5415;2015;9;2;14;10999.00
5416;2015;9;2;15;10948.00
5417;2015;9;2;16;10850.50
5418;2015;9;2;17;10878.75
5419;2015;9;2;18;10771.50
5420;2015;9;2;19;10417.75
5421;2015;9;2;20;10430.75
5422;2015;9;2;21;10250.50
5423;2015;9;2;22;9911.25
5424;2015;9;2;23;9352.75
5425;2015;9;3;0;8717.50
5426;2015;9;3;1;8376.75
5427;2015;9;3;2;8106.25
5428;2015;9;3;3;8091.00
5429;2015;9;3;4;8114.25
5430;2015;9;3;5;8519.50
5431;2015;9;3;6;9414.75
5432;2015;9;3;7;10203.50
5433;2015;9;3;8;10707.00
5434;2015;9;3;9;10960.25
5435;2015;9;3;10;11015.00
5436;2015;9;3;11;11141.25
5437;2015;9;3;12;10907.75
5438;2015;9;3;13;10854.75
5439;2015;9;3;14;10859.25
5440;2015;9;3;15;10770.25
5441;2015;9;3;16;10716.75
5442;2015;9;3;17;10825.00
5443;2015;9;3;18;10745.75
5444;2015;9;3;19;10406.75
5445;2015;9;3;20;10330.25
5446;2015;9;3;21;10133.75
5447;2015;9;3;22;9928.25
5448;2015;9;3;23;9403.25
5449;2015;9;4;0;8769.75
5450;2015;9;4;1;8352.25
5451;2015;9;4;2;7982.00
5452;2015;9;4;3;7949.00
5453;2015;9;4;4;7983.25
5454;2015;9;4;5;8365.75
5455;2015;9;4;6;9307.25
5456;2015;9;4;7;10214.75
5457;2015;9;4;8;10714.50
5458;2015;9;4;9;11092.75
5459;2015;9;4;10;11203.25
5460;2015;9;4;11;11167.00
5461;2015;9;4;12;11007.00
5462;2015;9;4;13;11008.50
5463;2015;9;4;14;10889.75
5464;2015;9;4;15;10571.50
5465;2015;9;4;16;10547.25
5466;2015;9;4;17;10568.75
5467;2015;9;4;18;10351.50
5468;2015;9;4;19;9995.50
5469;2015;9;4;20;9974.25
5470;2015;9;4;21;9699.75
5471;2015;9;4;22;9549.25
5472;2015;9;4;23;9070.00
5473;2015;9;5;0;8494.75
5474;2015;9;5;1;8093.50
5475;2015;9;5;2;7744.00
5476;2015;9;5;3;7660.25
5477;2015;9;5;4;7622.75
5478;2015;9;5;5;7683.75
5479;2015;9;5;6;7862.75
5480;2015;9;5;7;8115.75
5481;2015;9;5;8;8866.25
5482;2015;9;5;9;9418.50
5483;2015;9;5;10;9627.00
5484;2015;9;5;11;9930.50
5485;2015;9;5;12;9819.50
5486;2015;9;5;13;9397.75
5487;2015;9;5;14;9319.00
5488;2015;9;5;15;9349.50
5489;2015;9;5;16;9381.75
5490;2015;9;5;17;9412.50
5491;2015;9;5;18;9401.25
5492;2015;9;5;19;9168.75
5493;2015;9;5;20;9215.00
5494;2015;9;5;21;9185.75
5495;2015;9;5;22;8826.00
5496;2015;9;5;23;8532.00
5497;2015;9;6;0;8071.75
5498;2015;9;6;1;7657.50
5499;2015;9;6;2;7331.00
5500;2015;9;6;3;7195.25
5501;2015;9;6;4;7172.25
5502;2015;9;6;5;7240.00
5503;2015;9;6;6;7521.00
5504;2015;9;6;7;7631.00
5505;2015;9;6;8;8130.00
5506;2015;9;6;9;8674.75
5507;2015;9;6;10;9010.00
5508;2015;9;6;11;9283.00
5509;2015;9;6;12;9403.75
5510;2015;9;6;13;9085.25
5511;2015;9;6;14;8896.25
5512;2015;9;6;15;8668.75
5513;2015;9;6;16;8520.25
5514;2015;9;6;17;8697.25
5515;2015;9;6;18;8948.75
5516;2015;9;6;19;9165.50
5517;2015;9;6;20;9447.00
5518;2015;9;6;21;9346.75
5519;2015;9;6;22;9027.00
5520;2015;9;6;23;8501.00
5521;2015;9;7;0;7826.50
5522;2015;9;7;1;7523.25
5523;2015;9;7;2;7402.25
5524;2015;9;7;3;7368.50
5525;2015;9;7;4;7408.25
5526;2015;9;7;5;7941.25
5527;2015;9;7;6;9176.25
5528;2015;9;7;7;10131.50
5529;2015;9;7;8;10618.25
5530;2015;9;7;9;10993.25
5531;2015;9;7;10;11149.50
5532;2015;9;7;11;11366.00
5533;2015;9;7;12;11130.25
5534;2015;9;7;13;11114.00
5535;2015;9;7;14;11088.50
5536;2015;9;7;15;10964.00
5537;2015;9;7;16;10879.00
5538;2015;9;7;17;10842.75
5539;2015;9;7;18;10879.50
5540;2015;9;7;19;10568.25
5541;2015;9;7;20;10624.00
5542;2015;9;7;21;10218.25
5543;2015;9;7;22;9929.00
5544;2015;9;7;23;9433.50
5545;2015;9;8;0;8758.00
5546;2015;9;8;1;8350.00
5547;2015;9;8;2;8079.25
5548;2015;9;8;3;8052.25
5549;2015;9;8;4;8116.25
5550;2015;9;8;5;8542.50
5551;2015;9;8;6;9591.00
5552;2015;9;8;7;10411.25
5553;2015;9;8;8;10796.00
5554;2015;9;8;9;11103.50
5555;2015;9;8;10;11234.50
5556;2015;9;8;11;11378.75
5557;2015;9;8;12;11125.25
5558;2015;9;8;13;11094.00
5559;2015;9;8;14;10971.25
5560;2015;9;8;15;10790.25
5561;2015;9;8;16;10762.50
5562;2015;9;8;17;10842.00
5563;2015;9;8;18;10756.25
5564;2015;9;8;19;10510.75
5565;2015;9;8;20;10582.50
5566;2015;9;8;21;10315.75
5567;2015;9;8;22;10021.75
5568;2015;9;8;23;9471.00
5569;2015;9;9;0;8892.25
5570;2015;9;9;1;8819.63
5571;2015;9;9;2;8510.63
5572;2015;9;9;3;8048.75
5573;2015;9;9;4;8085.00
5574;2015;9;9;5;8502.25
5575;2015;9;9;6;9564.00
5576;2015;9;9;7;10333.75
5577;2015;9;9;8;10806.50
5578;2015;9;9;9;11172.27
5579;2015;9;9;10;11186.75
5580;2015;9;9;11;11272.75
5581;2015;9;9;12;10963.00
5582;2015;9;9;13;10963.00
5583;2015;9;9;14;10910.75
5584;2015;9;9;15;10763.75
5585;2015;9;9;16;10696.25
5586;2015;9;9;17;10595.00
5587;2015;9;9;18;10534.50
5588;2015;9;9;19;10268.25
5589;2015;9;9;20;10453.50
5590;2015;9;9;21;10178.00
5591;2015;9;9;22;9829.50
5592;2015;9;9;23;9309.25
5593;2015;9;10;0;8700.75
5594;2015;9;10;1;8302.50
5595;2015;9;10;2;8083.00
5596;2015;9;10;3;7917.50
5597;2015;9;10;4;7915.25
5598;2015;9;10;5;8306.50
5599;2015;9;10;6;9395.25
5600;2015;9;10;7;10110.75
5601;2015;9;10;8;10506.00
5602;2015;9;10;9;10847.25
5603;2015;9;10;10;10928.75
5604;2015;9;10;11;11115.00
5605;2015;9;10;12;10906.50
5606;2015;9;10;13;10859.50
5607;2015;9;10;14;10752.50
5608;2015;9;10;15;10675.25
5609;2015;9;10;16;10678.27
5610;2015;9;10;17;10643.27
5611;2015;9;10;18;10389.00
5612;2015;9;10;19;10069.00
5613;2015;9;10;20;10345.27
5614;2015;9;10;21;10010.25
5615;2015;9;10;22;9799.50
5616;2015;9;10;23;9214.25
5617;2015;9;11;0;8541.00
5618;2015;9;11;1;8346.00
5619;2015;9;11;2;8007.75
5620;2015;9;11;3;7970.75
5621;2015;9;11;4;8097.50
5622;2015;9;11;5;8879.63
5623;2015;9;11;6;9601.75
5624;2015;9;11;7;10548.63
5625;2015;9;11;8;10833.50
5626;2015;9;11;9;11153.50
5627;2015;9;11;10;11212.25
5628;2015;9;11;11;11365.25
5629;2015;9;11;12;11033.75
5630;2015;9;11;13;11001.50
5631;2015;9;11;14;10837.00
5632;2015;9;11;15;10579.75
5633;2015;9;11;16;10429.50
5634;2015;9;11;17;10484.75
5635;2015;9;11;18;10239.25
5636;2015;9;11;19;9974.00
5637;2015;9;11;20;10153.50
5638;2015;9;11;21;9826.25
5639;2015;9;11;22;9747.00
5640;2015;9;11;23;9381.25
5641;2015;9;12;0;8746.25
5642;2015;9;12;1;8323.75
5643;2015;9;12;2;7929.75
5644;2015;9;12;3;7827.75
5645;2015;9;12;4;7714.50
5646;2015;9;12;5;7744.75
5647;2015;9;12;6;7973.50
5648;2015;9;12;7;8306.00
5649;2015;9;12;8;9020.50
5650;2015;9;12;9;9573.00
5651;2015;9;12;10;9714.00
5652;2015;9;12;11;9977.50
5653;2015;9;12;12;9988.50
5654;2015;9;12;13;9765.50
5655;2015;9;12;14;9460.50
5656;2015;9;12;15;9462.75
5657;2015;9;12;16;9501.25
5658;2015;9;12;17;9667.50
5659;2015;9;12;18;9693.50
5660;2015;9;12;19;9581.75
5661;2015;9;12;20;9754.75
5662;2015;9;12;21;9282.00
5663;2015;9;12;22;9040.00
5664;2015;9;12;23;8778.00
5665;2015;9;13;0;8237.00
5666;2015;9;13;1;7747.25
5667;2015;9;13;2;7441.50
5668;2015;9;13;3;7331.50
5669;2015;9;13;4;7284.75
5670;2015;9;13;5;7378.75
5671;2015;9;13;6;7557.50
5672;2015;9;13;7;7825.75
5673;2015;9;13;8;8340.00
5674;2015;9;13;9;8877.50
5675;2015;9;13;10;9108.25
5676;2015;9;13;11;9482.25
5677;2015;9;13;12;9456.50
5678;2015;9;13;13;9313.50
5679;2015;9;13;14;9045.25
5680;2015;9;13;15;8809.00
5681;2015;9;13;16;8866.50
5682;2015;9;13;17;9098.50
5683;2015;9;13;18;9360.50
5684;2015;9;13;19;9441.00
5685;2015;9;13;20;9684.50
5686;2015;9;13;21;9287.00
5687;2015;9;13;22;9028.00
5688;2015;9;13;23;8597.50
5689;2015;9;14;0;8186.25
5690;2015;9;14;1;7845.00
5691;2015;9;14;2;7673.25
5692;2015;9;14;3;7586.75
5693;2015;9;14;4;7653.00
5694;2015;9;14;5;7971.75
5695;2015;9;14;6;9260.25
5696;2015;9;14;7;10140.50
5697;2015;9;14;8;10617.00
5698;2015;9;14;9;10932.25
5699;2015;9;14;10;11091.75
5700;2015;9;14;11;11247.25
5701;2015;9;14;12;11007.50
5702;2015;9;14;13;10828.50
5703;2015;9;14;14;10863.50
5704;2015;9;14;15;10801.00
5705;2015;9;14;16;10712.50
5706;2015;9;14;17;10782.00
5707;2015;9;14;18;10607.50
5708;2015;9;14;19;10347.75
5709;2015;9;14;20;10465.50
5710;2015;9;14;21;10125.75
5711;2015;9;14;22;9816.50
5712;2015;9;14;23;9435.25
5713;2015;9;15;0;8693.25
5714;2015;9;15;1;8405.00
5715;2015;9;15;2;8116.75
5716;2015;9;15;3;7961.25
5717;2015;9;15;4;8005.75
5718;2015;9;15;5;8448.00
5719;2015;9;15;6;9574.75
5720;2015;9;15;7;10437.00
5721;2015;9;15;8;10767.25
5722;2015;9;15;9;11013.75
5723;2015;9;15;10;11089.50
5724;2015;9;15;11;11284.75
5725;2015;9;15;12;10902.50
5726;2015;9;15;13;10782.25
5727;2015;9;15;14;10724.75
5728;2015;9;15;15;10655.25
5729;2015;9;15;16;10564.50
5730;2015;9;15;17;10761.00
5731;2015;9;15;18;10673.00
5732;2015;9;15;19;10553.00
5733;2015;9;15;20;10746.00
5734;2015;9;15;21;10352.00
5735;2015;9;15;22;10144.00
5736;2015;9;15;23;9719.50
5737;2015;9;16;0;8932.25
5738;2015;9;16;1;8479.50
5739;2015;9;16;2;8295.75
5740;2015;9;16;3;8105.50
5741;2015;9;16;4;8110.75
5742;2015;9;16;5;8617.50
5743;2015;9;16;6;9690.25
5744;2015;9;16;7;10590.00
5745;2015;9;16;8;10999.25
5746;2015;9;16;9;11348.25
5747;2015;9;16;10;11402.50
5748;2015;9;16;11;11658.25
5749;2015;9;16;12;11468.75
5750;2015;9;16;13;11490.75
5751;2015;9;16;14;11385.50
5752;2015;9;16;15;11323.25
5753;2015;9;16;16;11100.50
5754;2015;9;16;17;11223.25
5755;2015;9;16;18;10962.25
5756;2015;9;16;19;10505.25
5757;2015;9;16;20;10726.50
5758;2015;9;16;21;10226.75
5759;2015;9;16;22;9967.25
5760;2015;9;16;23;9347.75
5761;2015;9;17;0;8641.75
5762;2015;9;17;1;8232.00
5763;2015;9;17;2;7886.25
5764;2015;9;17;3;7836.00
5765;2015;9;17;4;7929.25
5766;2015;9;17;5;8408.00
5767;2015;9;17;6;9548.25
5768;2015;9;17;7;10547.25
5769;2015;9;17;8;10888.25
5770;2015;9;17;9;11253.25
5771;2015;9;17;10;11294.00
5772;2015;9;17;11;11539.00
5773;2015;9;17;12;11280.25
5774;2015;9;17;13;11253.50
5775;2015;9;17;14;11264.25
5776;2015;9;17;15;11147.25
5777;2015;9;17;16;10995.50
5778;2015;9;17;17;10980.00
5779;2015;9;17;18;10836.75
5780;2015;9;17;19;10687.75
5781;2015;9;17;20;10948.25
5782;2015;9;17;21;10399.75
5783;2015;9;17;22;10025.00
5784;2015;9;17;23;9592.25
5785;2015;9;18;0;8826.00
5786;2015;9;18;1;8379.75
5787;2015;9;18;2;8090.25
5788;2015;9;18;3;8064.00
5789;2015;9;18;4;8222.75
5790;2015;9;18;5;8570.00
5791;2015;9;18;6;9648.00
5792;2015;9;18;7;10619.75
5793;2015;9;18;8;10957.50
5794;2015;9;18;9;11200.00
5795;2015;9;18;10;11237.50
5796;2015;9;18;11;11369.00
5797;2015;9;18;12;11012.50
5798;2015;9;18;13;10915.75
5799;2015;9;18;14;10740.75
5800;2015;9;18;15;10533.25
5801;2015;9;18;16;10392.75
5802;2015;9;18;17;10446.50
5803;2015;9;18;18;10437.50
5804;2015;9;18;19;10316.00
5805;2015;9;18;20;10517.25
5806;2015;9;18;21;10084.50
5807;2015;9;18;22;9843.25
5808;2015;9;18;23;9528.00
5809;2015;9;19;0;8824.00
5810;2015;9;19;1;8261.75
5811;2015;9;19;2;7981.00
5812;2015;9;19;3;7779.00
5813;2015;9;19;4;7615.75
5814;2015;9;19;5;7669.75
5815;2015;9;19;6;8048.50
5816;2015;9;19;7;8364.50
5817;2015;9;19;8;8977.00
5818;2015;9;19;9;9590.50
5819;2015;9;19;10;9866.75
5820;2015;9;19;11;10116.50
5821;2015;9;19;12;9994.25
5822;2015;9;19;13;9783.75
5823;2015;9;19;14;9574.75
5824;2015;9;19;15;9237.25
5825;2015;9;19;16;9189.75
5826;2015;9;19;17;9384.50
5827;2015;9;19;18;9467.00
5828;2015;9;19;19;9439.00
5829;2015;9;19;20;9606.75
5830;2015;9;19;21;9308.75
5831;2015;9;19;22;9010.75
5832;2015;9;19;23;8797.50
5833;2015;9;20;0;8250.75
5834;2015;9;20;1;7896.25
5835;2015;9;20;2;7513.00
5836;2015;9;20;3;7261.00
5837;2015;9;20;4;7315.50
5838;2015;9;20;5;7362.50
5839;2015;9;20;6;7630.00
5840;2015;9;20;7;7698.75
5841;2015;9;20;8;8178.50
5842;2015;9;20;9;8758.50
5843;2015;9;20;10;9042.25
5844;2015;9;20;11;9326.25
5845;2015;9;20;12;9408.00
5846;2015;9;20;13;8998.75
5847;2015;9;20;14;8732.50
5848;2015;9;20;15;8614.75
5849;2015;9;20;16;8500.75
5850;2015;9;20;17;8709.25
5851;2015;9;20;18;8942.75
5852;2015;9;20;19;9238.25
5853;2015;9;20;20;9709.75
5854;2015;9;20;21;9360.25
5855;2015;9;20;22;9120.75
5856;2015;9;20;23;8670.75
5857;2015;9;21;0;8074.25
5858;2015;9;21;1;7664.75
5859;2015;9;21;2;7519.50
5860;2015;9;21;3;7378.25
5861;2015;9;21;4;7579.25
5862;2015;9;21;5;8054.00
5863;2015;9;21;6;9304.00
5864;2015;9;21;7;10184.00
5865;2015;9;21;8;10510.50
5866;2015;9;21;9;10797.25
5867;2015;9;21;10;10872.75
5868;2015;9;21;11;10982.75
5869;2015;9;21;12;10775.25
5870;2015;9;21;13;10783.75
5871;2015;9;21;14;10584.25
5872;2015;9;21;15;10438.00
5873;2015;9;21;16;10384.00
5874;2015;9;21;17;10680.75
5875;2015;9;21;18;10734.00
5876;2015;9;21;19;10751.00
5877;2015;9;21;20;10616.75
5878;2015;9;21;21;10081.50
5879;2015;9;21;22;9869.75
5880;2015;9;21;23;9478.25
5881;2015;9;22;0;8770.50
5882;2015;9;22;1;8331.25
5883;2015;9;22;2;8032.00
5884;2015;9;22;3;7934.00
5885;2015;9;22;4;8048.00
5886;2015;9;22;5;8423.00
5887;2015;9;22;6;9566.50
5888;2015;9;22;7;10440.25
5889;2015;9;22;8;10693.00
5890;2015;9;22;9;10962.00
5891;2015;9;22;10;11166.75
5892;2015;9;22;11;11448.50
5893;2015;9;22;12;11118.25
5894;2015;9;22;13;10995.25
5895;2015;9;22;14;10920.25
5896;2015;9;22;15;11013.75
5897;2015;9;22;16;10823.00
5898;2015;9;22;17;10814.75
5899;2015;9;22;18;10771.75
5900;2015;9;22;19;10751.00
5901;2015;9;22;20;10803.00
5902;2015;9;22;21;10186.50
5903;2015;9;22;22;9967.75
5904;2015;9;22;23;9543.50
5905;2015;9;23;0;8837.25
5906;2015;9;23;1;8451.25
5907;2015;9;23;2;8119.00
5908;2015;9;23;3;8058.50
5909;2015;9;23;4;8070.75
5910;2015;9;23;5;8561.25
5911;2015;9;23;6;9683.25
5912;2015;9;23;7;10691.00
5913;2015;9;23;8;11004.00
5914;2015;9;23;9;11317.75
5915;2015;9;23;10;11501.00
5916;2015;9;23;11;11649.75
5917;2015;9;23;12;11372.50
5918;2015;9;23;13;11257.75
5919;2015;9;23;14;11188.00
5920;2015;9;23;15;10953.50
5921;2015;9;23;16;10923.75
5922;2015;9;23;17;10937.25
5923;2015;9;23;18;10910.25
5924;2015;9;23;19;10863.75
5925;2015;9;23;20;11003.00
5926;2015;9;23;21;10346.00
5927;2015;9;23;22;10055.50
5928;2015;9;23;23;9593.50
5929;2015;9;24;0;8876.50
5930;2015;9;24;1;8386.75
5931;2015;9;24;2;8102.50
5932;2015;9;24;3;7987.00
5933;2015;9;24;4;8106.50
5934;2015;9;24;5;8544.50
5935;2015;9;24;6;9718.25
5936;2015;9;24;7;10767.75
5937;2015;9;24;8;11094.75
5938;2015;9;24;9;11299.25
5939;2015;9;24;10;11237.25
5940;2015;9;24;11;11354.75
5941;2015;9;24;12;11145.50
5942;2015;9;24;13;11140.25
5943;2015;9;24;14;11020.75
5944;2015;9;24;15;10936.25
5945;2015;9;24;16;10953.50
5946;2015;9;24;17;11115.25
5947;2015;9;24;18;11103.00
5948;2015;9;24;19;10941.50
5949;2015;9;24;20;10940.25
5950;2015;9;24;21;10304.50
5951;2015;9;24;22;10086.50
5952;2015;9;24;23;9697.25
5953;2015;9;25;0;8941.25
5954;2015;9;25;1;8444.25
5955;2015;9;25;2;8175.75
5956;2015;9;25;3;8119.75
5957;2015;9;25;4;8203.50
5958;2015;9;25;5;8618.00
5959;2015;9;25;6;9885.75
5960;2015;9;25;7;10829.00
5961;2015;9;25;8;11034.75
5962;2015;9;25;9;11370.00
5963;2015;9;25;10;11362.25
5964;2015;9;25;11;11465.25
5965;2015;9;25;12;11121.00
5966;2015;9;25;13;11062.00
5967;2015;9;25;14;10876.25
5968;2015;9;25;15;10645.00
5969;2015;9;25;16;10579.25
5970;2015;9;25;17;10582.25
5971;2015;9;25;18;10467.50
5972;2015;9;25;19;10400.75
5973;2015;9;25;20;10623.00
5974;2015;9;25;21;10099.75
5975;2015;9;25;22;9948.50
5976;2015;9;25;23;9685.25
5977;2015;9;26;0;9004.25
5978;2015;9;26;1;8492.00
5979;2015;9;26;2;8151.75
5980;2015;9;26;3;7926.00
5981;2015;9;26;4;7935.50
5982;2015;9;26;5;7985.50
5983;2015;9;26;6;8417.75
5984;2015;9;26;7;8800.00
5985;2015;9;26;8;9273.75
5986;2015;9;26;9;9829.50
5987;2015;9;26;10;10001.25
5988;2015;9;26;11;10114.00
5989;2015;9;26;12;9901.00
5990;2015;9;26;13;9734.00
5991;2015;9;26;14;9557.25
5992;2015;9;26;15;9453.25
5993;2015;9;26;16;9372.00
5994;2015;9;26;17;9355.25
5995;2015;9;26;18;9524.25
5996;2015;9;26;19;9670.00
5997;2015;9;26;20;9763.75
5998;2015;9;26;21;9371.75
5999;2015;9;26;22;9125.25
6000;2015;9;26;23;8890.25
6001;2015;9;27;0;8383.00
6002;2015;9;27;1;7911.25
6003;2015;9;27;2;7614.00
6004;2015;9;27;3;7583.25
6005;2015;9;27;4;7539.00
6006;2015;9;27;5;7611.50
6007;2015;9;27;6;7886.50
6008;2015;9;27;7;7988.50
6009;2015;9;27;8;8375.50
6010;2015;9;27;9;8926.25
6011;2015;9;27;10;9252.00
6012;2015;9;27;11;9339.50
6013;2015;9;27;12;9445.50
6014;2015;9;27;13;9114.50
6015;2015;9;27;14;8840.00
6016;2015;9;27;15;8637.00
6017;2015;9;27;16;8598.50
6018;2015;9;27;17;8748.50
6019;2015;9;27;18;9081.75
6020;2015;9;27;19;9523.75
6021;2015;9;27;20;9870.25
6022;2015;9;27;21;9439.25
6023;2015;9;27;22;9268.00
6024;2015;9;27;23;8876.75
6025;2015;9;28;0;8200.50
6026;2015;9;28;1;7889.25
6027;2015;9;28;2;7613.50
6028;2015;9;28;3;7561.75
6029;2015;9;28;4;7737.25
6030;2015;9;28;5;8393.50
6031;2015;9;28;6;9659.00
6032;2015;9;28;7;10696.50
6033;2015;9;28;8;10988.25
6034;2015;9;28;9;11183.00
6035;2015;9;28;10;11283.25
6036;2015;9;28;11;11463.25
6037;2015;9;28;12;11081.25
6038;2015;9;28;13;11107.00
6039;2015;9;28;14;10928.25
6040;2015;9;28;15;10781.50
6041;2015;9;28;16;10792.00
6042;2015;9;28;17;10874.25
6043;2015;9;28;18;10890.50
6044;2015;9;28;19;11037.75
6045;2015;9;28;20;11008.75
6046;2015;9;28;21;10406.50
6047;2015;9;28;22;10178.75
6048;2015;9;28;23;9761.25
6049;2015;9;29;0;9028.75
6050;2015;9;29;1;8584.25
6051;2015;9;29;2;8353.00
6052;2015;9;29;3;8203.25
6053;2015;9;29;4;8290.75
6054;2015;9;29;5;8736.50
6055;2015;9;29;6;9930.50
6056;2015;9;29;7;10898.75
6057;2015;9;29;8;11090.00
6058;2015;9;29;9;11390.25
6059;2015;9;29;10;11414.50
6060;2015;9;29;11;11372.50
6061;2015;9;29;12;11090.50
6062;2015;9;29;13;11013.25
6063;2015;9;29;14;10902.25
6064;2015;9;29;15;10779.00
6065;2015;9;29;16;10694.25
6066;2015;9;29;17;10730.75
6067;2015;9;29;18;10817.75
6068;2015;9;29;19;10965.00
6069;2015;9;29;20;11057.00
6070;2015;9;29;21;10519.25
6071;2015;9;29;22;10205.50
6072;2015;9;29;23;9801.25
6073;2015;9;30;0;9081.00
6074;2015;9;30;1;8571.25
6075;2015;9;30;2;8307.00
6076;2015;9;30;3;8170.50
6077;2015;9;30;4;8251.50
6078;2015;9;30;5;8596.50
6079;2015;9;30;6;9817.50
6080;2015;9;30;7;10731.00
6081;2015;9;30;8;11003.50
6082;2015;9;30;9;11330.25
6083;2015;9;30;10;11372.75
6084;2015;9;30;11;11292.75
6085;2015;9;30;12;11116.50
6086;2015;9;30;13;11051.25
6087;2015;9;30;14;10895.00
6088;2015;9;30;15;10682.00
6089;2015;9;30;16;10521.50
6090;2015;9;30;17;10568.25
6091;2015;9;30;18;10702.00
6092;2015;9;30;19;10916.50
6093;2015;9;30;20;10926.50
6094;2015;9;30;21;10300.75
6095;2015;9;30;22;10018.50
6096;2015;9;30;23;9651.25
6097;2015;10;1;0;8838.00
6098;2015;10;1;1;8417.50
6099;2015;10;1;2;8076.00
6100;2015;10;1;3;8012.75
6101;2015;10;1;4;8155.25
6102;2015;10;1;5;8616.25
6103;2015;10;1;6;9786.75
6104;2015;10;1;7;10782.25
6105;2015;10;1;8;11000.00
6106;2015;10;1;9;11283.75
6107;2015;10;1;10;11327.50
6108;2015;10;1;11;11321.25
6109;2015;10;1;12;11003.50
6110;2015;10;1;13;10794.00
6111;2015;10;1;14;10656.00
6112;2015;10;1;15;10648.25
6113;2015;10;1;16;10531.25
6114;2015;10;1;17;10708.00
